fmun_cod;fmun;vano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;apreensao_drogas;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;pol_militares_mortos_folga;pol_civis_mortos_folga;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
3304524;Rio das Ostras;2015;6;2015m6;Interior;3;0;0;0;4;48;8;2;61;0;2;5;2;5;2;0;0;4;0;2;0;4;26;10;0;12;5;14;71;112;0;3;0;28;6;9;1;15;10;15;2;14;0;67;3;1;0;0;0;0;0;3;11;5;457;3
3304557;Rio de Janeiro;2015;6;2015m6;Capital;89;0;7;24;201;2083;126;37;1530;240;35;1097;332;2854;341;2;0;567;3;47;3;763;6181;573;4;1404;671;900;3725;7380;0;87;8;1625;372;327;94;776;808;1311;319;641;39;2083;238;19;1;1;1;0;0;120;3762;1097;29102;3
3304607;Santa Maria Madalena;2015;6;2015m6;Interior;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;3
3304706;Santo Antônio de Pádua;2015;6;2015m6;Interior;0;0;0;0;0;10;0;0;12;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;1;6;20;29;0;1;0;0;16;9;3;28;1;10;1;1;0;7;0;0;0;0;0;0;0;0;0;0;135;3
3304755;São Francisco de Itabapoana;2015;6;2015m6;Interior;0;0;0;0;1;13;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;21;26;0;0;0;1;2;2;3;7;5;11;1;1;0;12;0;0;0;0;0;0;0;0;0;0;98;3
3304805;São Fidélis;2015;6;2015m6;Interior;1;0;0;0;0;14;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;11;13;0;0;0;2;3;4;2;8;0;9;0;2;0;10;1;0;0;0;0;0;0;1;0;0;76;3
3304904;São Gonçalo;2015;6;2015m6;Grande Niterói;9;0;2;0;21;288;22;5;180;44;11;217;19;260;52;0;1;56;0;6;0;103;770;86;0;255;26;60;282;708;0;8;1;122;12;73;5;88;154;147;61;48;2;317;21;2;0;0;0;0;0;11;368;217;3086;3
3305000;São João da Barra;2015;6;2015m6;Interior;0;0;0;0;0;15;0;0;11;0;0;1;1;3;0;0;0;0;0;0;0;3;9;1;0;1;0;1;31;33;0;0;0;4;2;2;1;4;1;3;1;1;0;17;1;0;0;0;0;0;0;0;3;1;137;3
3305109;São João de Meriti;2015;6;2015m6;Baixada Fluminense;7;0;2;2;16;198;10;1;72;20;12;140;43;109;46;0;0;20;1;3;0;84;478;36;0;140;21;38;122;357;0;3;0;61;3;22;5;28;77;89;29;15;1;157;28;0;0;0;0;1;0;11;175;140;1638;3
3305133;São José de Ubá;2015;6;2015m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2015;6;2015m6;Interior;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;21;3
3305208;São Pedro da Aldeia;2015;6;2015m6;Interior;0;0;0;0;3;21;1;3;33;0;0;4;0;6;0;0;0;1;0;0;0;1;12;7;0;3;0;6;24;40;0;1;0;14;6;11;0;17;5;22;4;9;0;25;3;0;0;0;0;0;0;0;7;4;226;3
3305307;São Sebastião do Alto;2015;6;2015m6;Interior;0;0;0;0;0;2;0;1;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;28;3
3305406;Sapucaia;2015;6;2015m6;Interior;0;0;0;0;0;11;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;8;0;0;0;0;0;2;0;2;1;7;0;6;0;7;0;0;0;0;0;0;0;0;0;0;52;3
3305505;Saquarema;2015;6;2015m6;Interior;2;0;0;0;0;40;0;0;33;0;1;1;0;4;2;0;0;0;0;0;0;2;10;7;0;3;1;3;61;75;0;2;0;12;2;0;0;2;4;9;0;2;0;24;2;0;0;0;0;0;0;2;6;1;263;3
3305554;Seropédica;2015;6;2015m6;Baixada Fluminense;3;0;0;0;2;31;1;1;15;2;0;9;6;9;0;0;0;3;0;4;0;6;39;4;0;1;2;1;26;34;0;0;0;4;2;3;1;6;13;5;3;10;1;22;5;1;0;0;0;0;0;3;12;9;217;3
3305604;Silva Jardim;2015;6;2015m6;Interior;0;1;0;0;0;6;2;1;8;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;5;8;0;0;0;1;2;3;0;5;1;2;0;0;1;7;1;0;0;0;0;0;0;1;0;1;56;3
3305703;Sumidouro;2015;6;2015m6;Interior;0;0;0;0;0;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;25;3
3305752;Tanguá;2015;6;2015m6;Interior;0;0;0;0;0;7;0;0;1;0;0;3;0;0;1;0;0;0;0;1;0;2;7;1;0;0;0;1;8;10;0;0;0;5;1;2;0;3;2;0;0;2;0;3;0;0;0;0;0;0;0;0;1;3;50;3
3305802;Teresópolis;2015;6;2015m6;Interior;0;0;0;0;1;69;5;4;37;0;0;1;0;0;0;0;0;0;0;0;0;1;2;8;0;21;0;3;82;114;0;1;0;16;21;19;5;43;2;46;11;29;0;77;4;1;0;0;0;0;0;0;0;1;529;3
3305901;Trajano de Moraes;2015;6;2015m6;Interior;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;0;2;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;20;3
3306008;Três Rios;2015;6;2015m6;Interior;2;0;0;0;1;45;8;0;11;1;0;0;3;0;0;0;0;0;0;1;0;0;5;10;0;7;0;8;30;55;0;0;0;11;19;20;0;38;7;31;4;16;0;75;2;0;1;0;0;0;0;2;0;0;365;3
3306107;Valença;2015;6;2015m6;Interior;0;0;0;0;1;35;0;1;9;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;19;20;0;0;0;4;7;7;1;15;2;6;2;3;0;30;1;2;0;0;0;0;0;0;1;1;148;3
3306156;Varre-Sai;2015;6;2015m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3306206;Vassouras;2015;6;2015m6;Interior;0;0;0;0;2;13;1;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;0;1;9;13;0;0;0;3;6;1;0;7;0;4;0;3;0;15;1;0;0;0;0;0;0;0;1;0;86;3
3306305;Volta Redonda;2015;6;2015m6;Interior;3;0;0;0;4;75;4;1;21;3;2;2;0;3;0;0;0;1;0;1;0;8;20;20;0;43;7;16;91;177;0;3;0;44;17;27;4;47;11;60;12;17;0;97;2;0;0;0;0;0;0;3;4;2;694;3
3300100;Angra dos Reis;2015;7;2015m7;Interior;5;0;0;1;14;61;9;1;22;3;0;1;1;8;1;0;0;4;0;0;0;3;19;15;0;9;1;11;60;98;0;2;0;11;20;27;7;52;7;72;9;21;1;60;6;0;0;0;0;0;0;6;13;1;483;3
3300159;Aperibé;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300209;Araruama;2015;7;2015m7;Interior;2;0;0;0;2;49;5;0;49;1;3;4;0;5;1;0;0;5;0;1;0;2;22;16;2;6;1;10;75;110;0;0;0;29;12;13;4;26;13;26;5;8;1;46;2;1;0;0;0;0;0;2;11;4;441;3
3300225;Areal;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300233;Armação dos Búzios;2015;7;2015m7;Interior;0;0;0;0;0;13;0;0;5;2;0;0;0;4;0;0;0;0;0;0;0;6;9;4;0;4;0;3;22;36;0;1;0;14;6;5;0;11;2;6;0;10;0;11;0;0;0;0;0;0;0;0;4;0;204;3
3300258;Arraial do Cabo;2015;7;2015m7;Interior;0;0;0;0;4;21;2;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;3;13;19;0;0;0;4;7;4;0;11;0;3;3;1;0;13;0;1;0;0;0;0;0;0;0;1;106;3
3300308;Barra do Piraí;2015;7;2015m7;Interior;0;0;0;0;0;44;2;0;9;0;0;0;0;1;0;0;0;1;0;0;0;1;3;3;2;4;0;4;15;28;0;0;0;7;11;5;1;17;1;9;5;12;0;44;4;0;0;0;0;0;0;0;2;0;216;3
3300407;Barra Mansa;2015;7;2015m7;Interior;1;0;0;0;3;62;4;1;18;11;2;1;0;4;0;0;0;3;0;0;0;5;26;11;1;6;2;22;67;109;0;1;0;18;10;19;2;30;9;35;11;49;0;65;2;0;0;0;0;0;0;1;7;1;503;3
3300456;Belford Roxo;2015;7;2015m7;Baixada Fluminense;15;0;0;4;9;106;13;0;35;12;0;52;9;80;13;0;0;10;0;4;1;15;195;23;2;33;8;14;69;150;0;2;0;17;3;22;2;27;59;52;21;53;1;89;15;0;0;0;0;0;0;19;103;52;929;3
3300506;Bom Jardim;2015;7;2015m7;Interior;0;0;1;0;0;7;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;7;8;0;0;0;4;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0;0;0;1;0;0;61;3
3300605;Bom Jesus do Itabapoana;2015;7;2015m7;Interior;0;0;0;0;0;23;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;4;11;0;0;0;0;2;2;0;4;0;12;1;7;1;34;2;0;0;0;0;0;0;0;0;0;119;3
3300704;Cabo Frio;2015;7;2015m7;Interior;9;0;0;1;10;92;8;4;57;10;1;10;5;16;0;0;0;7;0;1;0;9;62;16;3;19;6;10;109;160;0;2;0;26;16;58;3;77;10;84;31;14;0;97;5;2;0;0;0;0;0;10;23;10;759;3
3300803;Cachoeiras de Macacu;2015;7;2015m7;Interior;2;0;0;0;0;11;0;0;7;1;0;0;1;2;0;0;0;1;0;0;0;1;6;1;0;0;0;0;21;22;0;0;0;7;1;2;0;3;0;0;1;2;0;23;0;0;0;0;0;0;0;2;3;0;136;3
3300902;Cambuci;2015;7;2015m7;Interior;0;0;0;0;0;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;8;0;0;0;0;1;0;0;1;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;35;3
3300936;Carapebus;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2015;7;2015m7;Interior;6;0;0;0;23;125;16;3;68;10;1;9;3;41;2;0;0;11;0;0;0;18;95;18;6;54;54;13;180;325;0;4;0;78;26;57;18;101;20;133;41;45;3;151;10;2;0;0;0;0;0;6;54;9;1348;3
3301108;Cantagalo;2015;7;2015m7;Interior;0;0;0;0;0;12;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;11;14;0;0;0;0;10;1;0;11;2;7;1;1;0;6;1;0;0;0;0;0;0;0;0;1;61;3
3301157;Cardoso Moreira;2015;7;2015m7;Interior;0;0;0;0;0;5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;12;15;0;0;0;1;10;1;1;11;1;4;0;1;0;12;0;0;0;0;0;0;0;0;0;0;72;3
3301207;Carmo;2015;7;2015m7;Interior;0;0;0;0;2;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;6;7;0;0;0;1;6;1;1;7;1;0;0;3;0;14;0;0;0;0;0;0;0;0;0;0;82;3
3301306;Casimiro de Abreu;2015;7;2015m7;Interior;0;0;0;0;1;22;1;0;12;2;0;0;0;1;0;0;0;0;0;0;0;0;3;1;1;0;4;0;8;14;0;0;0;6;1;1;0;2;0;4;2;3;0;14;0;2;0;0;0;0;0;0;1;0;98;3
3301405;Conceição de Macabu;2015;7;2015m7;Interior;1;0;0;0;1;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;3;0;0;0;0;1;4;0;5;0;2;4;4;0;10;1;0;0;0;0;0;0;1;0;0;45;3
3301504;Cordeiro;2015;7;2015m7;Interior;0;0;0;0;0;10;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;2;1;7;9;19;0;0;0;6;1;0;0;1;0;2;0;2;0;11;0;0;0;0;0;0;0;0;0;0;82;3
3301603;Duas Barras;2015;7;2015m7;Interior;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;1;0;1;0;1;1;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;25;3
3301702;Duque de Caxias;2015;7;2015m7;Baixada Fluminense;28;0;0;4;23;290;15;4;153;30;4;252;64;400;50;0;0;44;0;1;1;50;896;90;6;250;21;51;289;707;0;7;0;119;9;41;6;55;156;137;25;90;1;299;23;1;0;0;0;0;0;32;494;252;3262;3
3301801;Engenheiro Paulo de Frontin;2015;7;2015m7;Interior;0;0;0;0;0;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;6;0;0;0;2;3;1;0;4;0;2;0;3;0;9;3;0;0;0;0;0;0;0;1;0;49;3
3301850;Guapimirim;2015;7;2015m7;Baixada Fluminense;2;0;0;0;0;33;3;0;13;3;0;2;1;0;0;0;0;3;0;0;0;4;13;2;0;0;1;0;17;20;0;0;0;2;0;1;0;1;1;4;2;9;0;22;0;0;0;0;0;0;0;2;3;2;155;3
3301876;Iguaba Grande;2015;7;2015m7;Interior;0;0;0;0;0;3;0;1;5;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;3;2;1;0;30;38;0;0;0;6;3;1;0;4;0;3;0;0;0;6;0;0;0;0;0;0;0;0;0;1;95;3
3301900;Itaboraí;2015;7;2015m7;Interior;6;0;0;1;11;70;12;1;30;5;0;15;2;41;7;0;0;2;1;4;0;7;84;18;1;25;6;5;80;135;0;1;0;48;4;37;0;40;18;68;18;17;1;80;7;0;0;0;0;0;0;7;50;15;617;3
3302007;Itaguaí;2015;7;2015m7;Baixada Fluminense;6;0;0;0;4;44;4;5;25;15;2;31;2;36;2;0;0;19;0;0;0;10;117;13;2;17;4;12;73;121;0;2;0;29;2;9;2;12;23;32;2;13;1;46;4;0;0;0;0;0;0;6;57;31;529;3
3302056;Italva;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2015;7;2015m7;Interior;2;0;0;0;0;11;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;5;9;0;0;0;2;10;0;0;10;1;1;0;2;0;16;1;0;0;0;0;0;0;2;0;0;69;3
3302205;Itaperuna;2015;7;2015m7;Interior;1;0;0;0;3;40;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;0;9;29;47;0;1;0;15;50;18;2;66;1;42;11;13;0;38;3;0;0;0;0;0;0;1;0;0;327;3
3302254;Itatiaia;2015;7;2015m7;Interior;0;0;0;0;4;14;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;4;7;5;0;4;0;1;17;27;0;0;0;0;111;10;0;121;2;20;5;8;2;25;1;0;0;0;0;0;0;0;0;0;235;3
3302270;Japeri;2015;7;2015m7;Baixada Fluminense;7;0;0;0;6;41;2;1;18;1;1;10;5;15;0;0;0;2;0;0;0;13;47;5;1;2;1;2;25;36;0;1;0;13;1;14;1;15;17;25;4;61;0;36;4;1;0;0;0;0;0;7;17;10;362;3
3302304;Laje do Muriaé;2015;7;2015m7;Interior;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;5;0;2;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;28;3
3302403;Macaé;2015;7;2015m7;Interior;5;0;0;0;10;68;4;6;28;6;3;16;2;38;4;0;0;5;0;3;0;7;85;10;1;44;3;17;100;174;0;0;0;51;2;11;2;15;16;42;11;16;0;86;4;0;0;0;0;0;0;5;47;16;720;3
3302452;Macuco;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302502;Magé;2015;7;2015m7;Baixada Fluminense;4;0;1;0;7;88;8;5;44;2;0;15;4;35;3;0;0;4;0;2;0;8;73;20;6;30;2;14;69;141;0;3;0;21;6;10;3;18;19;37;11;10;0;79;0;1;0;0;0;0;0;5;42;15;654;3
3302601;Mangaratiba;2015;7;2015m7;Interior;1;0;0;0;0;21;3;0;2;0;0;1;0;1;0;0;0;0;0;0;0;2;4;13;1;2;0;6;22;44;0;0;0;2;1;5;0;6;2;10;0;0;1;23;0;2;0;0;0;0;0;1;1;1;148;3
3302700;Maricá;2015;7;2015m7;Grande Niterói;2;0;0;0;2;71;4;1;37;6;1;7;2;53;2;0;0;2;0;0;0;3;76;13;0;13;4;7;99;136;0;1;0;25;10;3;2;15;6;23;3;11;1;70;6;1;0;0;0;0;0;2;57;7;584;3
3302809;Mendes;2015;7;2015m7;Interior;0;0;0;0;0;10;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;2;1;0;0;7;13;0;0;0;1;8;0;0;8;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;1;59;3
3302858;Mesquita;2015;7;2015m7;Baixada Fluminense;5;0;0;0;4;79;4;1;25;10;0;42;3;41;19;0;0;9;0;1;0;13;138;23;0;94;4;10;57;188;0;0;0;25;2;12;3;17;28;15;6;70;0;63;4;0;0;0;0;0;0;5;69;42;743;3
3302908;Miguel Pereira;2015;7;2015m7;Interior;0;0;0;0;0;18;8;0;6;2;0;1;0;1;0;0;0;0;0;0;0;1;4;1;0;1;1;1;19;24;0;0;0;1;4;3;3;10;0;3;0;9;0;20;3;0;0;0;0;0;0;0;1;1;143;3
3303005;Miracema;2015;7;2015m7;Interior;1;0;0;0;0;25;1;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;7;11;0;0;0;0;18;5;0;23;0;7;0;4;1;19;0;0;0;0;0;0;0;1;0;0;100;3
3303104;Natividade;2015;7;2015m7;Interior;0;0;0;0;0;8;3;1;10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;3;15;22;0;0;0;1;5;0;1;6;0;2;0;4;0;7;0;0;0;0;0;0;0;0;0;0;71;3
3303203;Nilópolis;2015;7;2015m7;Baixada Fluminense;4;0;0;0;5;55;1;0;23;13;0;59;6;95;8;0;0;24;0;1;0;29;236;22;0;43;6;12;64;146;0;1;2;44;0;5;1;6;18;18;4;11;2;61;9;0;0;0;0;0;0;4;127;59;746;3
3303302;Niterói;2015;7;2015m7;Grande Niterói;6;0;0;7;10;161;17;2;169;34;5;93;4;183;19;0;0;35;0;5;2;43;423;62;13;95;29;55;273;527;0;13;1;153;20;61;3;83;78;121;58;82;13;188;15;4;0;0;0;0;0;13;237;93;2397;3
3303401;Nova Friburgo;2015;7;2015m7;Interior;0;0;0;0;5;83;7;2;25;3;4;1;0;6;0;0;0;1;0;0;0;2;17;7;2;10;7;13;56;95;0;3;0;32;21;28;2;49;9;48;12;15;3;136;3;1;0;0;0;0;0;0;7;1;625;3
3303500;Nova Iguaçu;2015;7;2015m7;Baixada Fluminense;16;0;0;1;14;243;22;9;162;24;3;164;27;248;43;0;2;77;1;9;1;48;645;68;3;204;22;53;246;598;0;23;0;113;7;44;7;57;77;110;39;92;0;297;35;0;0;0;0;0;0;17;368;164;2719;3
3303609;Paracambi;2015;7;2015m7;Baixada Fluminense;1;0;0;0;2;21;2;0;1;2;0;3;3;3;1;0;0;0;0;0;0;3;15;1;4;0;0;0;12;17;0;1;0;5;2;2;1;5;2;2;2;1;0;34;2;0;0;0;0;0;0;1;4;3;130;3
3303708;Paraíba do Sul;2015;7;2015m7;Interior;0;0;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;14;16;0;0;0;1;10;1;2;13;2;9;1;36;2;10;1;0;0;0;0;0;0;0;0;0;115;3
3303807;Paraty;2015;7;2015m7;Interior;1;0;0;0;5;12;3;1;6;0;0;0;0;1;0;0;0;0;0;0;0;3;3;5;0;1;0;3;23;33;0;0;0;9;11;5;0;15;2;16;4;4;0;9;0;0;0;0;0;0;0;1;1;0;162;3
3303856;Paty do Alferes;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3303906;Petrópolis;2015;7;2015m7;Interior;3;0;0;0;0;93;7;1;39;2;0;1;0;3;1;0;0;0;0;0;0;6;12;33;0;18;9;27;130;218;0;2;0;38;21;20;5;46;28;42;5;28;1;110;2;0;0;0;0;0;0;3;4;1;807;3
3303955;Pinheiral;2015;7;2015m7;Interior;0;0;0;0;0;15;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;3;14;17;0;0;0;3;5;3;0;8;0;6;0;1;0;13;0;0;0;0;0;0;0;0;1;0;61;3
3304003;Piraí;2015;7;2015m7;Interior;0;0;0;0;0;12;2;3;5;0;0;0;1;0;1;0;0;0;0;0;0;3;5;0;2;1;1;1;16;21;0;0;0;1;6;6;0;12;4;15;1;3;0;19;1;0;0;0;0;0;0;0;1;0;100;3
3304102;Porciúncula;2015;7;2015m7;Interior;0;0;0;0;1;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;4;7;20;0;0;0;0;0;1;0;1;1;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;58;3
3304110;Porto Real;2015;7;2015m7;Interior;2;0;0;0;0;11;0;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0;11;14;0;1;0;1;1;4;1;6;1;12;1;4;0;14;1;0;0;0;0;0;0;2;0;0;79;3
3304128;Quatis;2015;7;2015m7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2015;7;2015m7;Baixada Fluminense;7;0;0;0;2;66;3;4;30;1;0;15;2;39;0;0;0;8;0;1;1;8;75;8;2;18;3;7;51;89;0;2;0;26;1;6;3;9;3;19;4;20;1;78;7;0;0;0;0;0;0;7;47;15;463;3
3304151;Quissamã;2015;7;2015m7;Interior;1;0;0;0;0;14;1;2;10;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;2;5;8;0;0;0;2;1;0;0;1;3;2;1;0;0;5;0;0;0;0;0;0;0;1;1;1;56;3
3304201;Resende;2015;7;2015m7;Interior;1;0;0;0;7;41;6;0;11;1;1;1;0;0;1;0;0;0;0;0;0;1;4;5;0;14;2;19;83;124;0;4;0;15;4;13;4;21;3;34;6;28;0;46;7;0;0;0;0;0;0;1;1;1;421;3
3304300;Rio Bonito;2015;7;2015m7;Interior;0;0;0;0;0;21;1;1;15;2;1;1;0;2;1;0;0;0;0;0;0;1;8;7;0;0;0;3;22;32;0;0;0;11;2;3;1;6;1;6;1;3;0;23;3;1;0;0;0;0;0;0;3;1;148;3
3304409;Rio Claro;2015;7;2015m7;Interior;0;0;0;0;0;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;4;1;0;5;1;1;0;1;0;8;1;0;0;0;0;0;0;0;0;0;38;3
3304508;Rio das Flores;2015;7;2015m7;Interior;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;18;3
3304524;Rio das Ostras;2015;7;2015m7;Interior;6;0;0;0;4;48;1;0;54;1;1;13;0;13;3;0;0;1;0;1;0;2;35;12;5;19;5;6;80;127;0;1;0;35;6;10;2;18;8;26;4;10;1;57;2;0;0;0;0;0;0;6;17;13;491;3
3304557;Rio de Janeiro;2015;7;2015m7;Capital;86;1;5;30;233;2285;140;53;1672;242;28;1176;312;2771;301;1;1;574;5;51;17;806;6156;576;100;1469;594;854;3644;7366;0;83;7;1735;432;382;106;913;902;1103;356;713;37;2217;237;10;2;1;0;1;1;122;3646;1176;30060;3
3304607;Santa Maria Madalena;2015;7;2015m7;Interior;0;0;0;0;0;6;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;22;3
3304706;Santo Antônio de Pádua;2015;7;2015m7;Interior;3;0;0;0;1;21;0;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;6;2;1;0;1;31;41;0;0;0;4;17;3;2;22;4;14;0;5;0;19;0;0;0;0;0;0;0;3;0;0;173;3
3304755;São Francisco de Itabapoana;2015;7;2015m7;Interior;1;0;0;0;1;8;2;2;7;1;0;1;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;19;22;0;0;1;4;0;2;1;3;4;6;0;1;0;12;0;0;0;0;0;0;0;1;0;1;99;3
